drug,drug_class,target,activity,activity_recoded,ki_lower_nm,ki_upper_nm,modelled_ki_nm,ki_is_range,log10_ki_nm,pKi,source_url,evidence_note,last_verified_at
Olanzapine,Atyical antipsychotic,α1A,Antagonist,Antagonist,109,115,111.95981421921,True,2.04906216914712,6.95093783085288,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,α1B,Antagonist,Antagonist,,263,263,False,2.41995574848976,6.58004425151024,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,α2A,Antagonist,Antagonist,192,470,300.399733688297,True,2.47769954331963,6.52230045668037,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,α2B,Antagonist,Antagonist,82,180,121.4907403879,True,2.08454317874351,6.91545682125649,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,α2C,Antagonist,Antagonist,29,210,78.0384520605067,True,1.89230864631644,7.10769135368356,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,β1,,,,10000,10000,False,4,5,,,2026-04-16
Olanzapine,Atyical antipsychotic,β2,,,,10000,10000,False,4,5,,,2026-04-16
Olanzapine,Atyical antipsychotic,M1,Antagonist,Antagonist,2.5,73,13.5092560861063,True,1.13063143439625,7.86936856560375,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,M2,Antagonist,Antagonist,48,622,172.788888531641,True,2.2375158110332,6.7624841889668,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,M3,Antagonist,Antagonist,13,126,40.4722126896961,True,1.6071569487122,7.3928430512878,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,M4,Antagonist,Antagonist,10,350,59.1607978309962,True,1.77203402217514,7.22796597782486,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,M5,Antagonist,Antagonist,6,82,22.1810730128188,True,1.34598255138368,7.65401744861632,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,H1,Antagonist,Antagonist,0.65,4.9,1.78465682975747,True,0.251554718335685,8.74844528166432,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,H2,Antagonist,Antagonist,,44,44,False,1.64345267648619,7.35654732351381,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,H3,Antagonist,Antagonist,,3713,3713,False,3.56972494922616,5.43027505077384,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,H4,Antagonist,Antagonist,,10000,10000,False,4,5,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,σ1,,,,5000,5000,False,3.69897000433602,5.30102999566398,,,2026-04-16
Olanzapine,Atyical antipsychotic,hERG,,,,6013,6013,False,3.7790912038455,5.2209087961545,,,2026-04-16
Olanzapine,Atyical antipsychotic,VGSC,,,,5000,5000,False,3.69897000433602,5.30102999566398,,,2026-04-16
Olanzapine,Atyical antipsychotic,VDCC,,,,10000,10000,False,4,5,,,2026-04-16
