gtp_ligand_id,target_uniprot,gtp_interaction_count,gtp_action_set,gtp_type_set,gtp_selectivity_set,gtp_primary_target_set,gtp_affinity_units_set,gtp_affinity_median_set,gtp_pubmed_ids
10155,Q16620,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.100000381469727,30480444
10155,Q9BQI3,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.590000152587891,30480444
10155,Q9Y4K4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.429999828338623,30480444
10155,Q9Y572,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.139999866485596,30480444
10156,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.519999980926514,30423248
10156,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.570000171661377,30423248
10156,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.0,30423248
10156,P52333,1,Inhibition,Inhibitor,Selective,True,pIC50,7.960000038146973,30423248
10157,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.179999828338623,30423248
10157,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.480000019073486,30423248
10157,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.0,30423248
10157,P52333,1,Inhibition,Inhibitor,Selective,True,pIC50,7.309999942779541,30423248
10158,P28845,1,Inhibition,Inhibitor,Selective,True,pIC50,8.640000343322754,30613321
10159,Q13936,1,Antagonist,Channel blocker,Not Determined,False,pIC50,5.309999942779541,22761000
1016,P03372,2,Agonist|Antagonist,Agonist|Antagonist,Not Determined,True,pKi,7.800000190734863|7.820000171661377,9048584
1016,Q92731,2,Agonist|Antagonist,Agonist|Antagonist,Not Determined,False,pKi,7.16|7.17,9048584
1016,Q99527,1,Full agonist,Agonist,,False,pKi,6.0,15539556
10161,Q92736,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.769999980926514,24124794
10162,O00329,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.920000076293945,
10162,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.710000038146973,
10162,P48736,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.599999904632568,
10163,O00329,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.600000381469727,
10163,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.860000133514404,
10163,P42338,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.309999942779541,
10163,P48736,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.550000190734863,
10164,P32246,1,Antagonist,Antagonist,Not Determined,False,-,,
10166,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,5.300000190734863,24751443
10167,Q9BUB5,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.619999885559082,29526098
10167,Q9HAZ1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.099999904632568,29526098
10167,Q9HBH9,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.0,29526098
10167,Q9UEE5,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.889999866485596,29526098
10169,Q13258,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.399999618530273,24900313
10169,Q9Y5Y4,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.520000457763672,24900313
1017,P21462,1,Full agonist,Agonist,Not Determined,False,pKd,7.0,15210802
10170,Q6XKD3,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.149999618530273,
10170,Q9Y5Y4,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.279999732971191,
10170,Q9Z2J6,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.010000228881836,
10171,Q9NQS5,1,Antagonist,Antagonist,Not Determined,False,pIC50,,
10173,Q8IAU3,1,,,Not Determined,False,pIC50,7.139999866485596,9076734
10176,Q16602|O60894,1,Antagonist,Antagonist,Not Determined,False,pKB,10.800000190734863,31992609
10177,P34972,1,Antagonist,Antagonist,Not Determined,False,pKi,10.119999885559082,30639103
10178,P21554,2,Agonist,Agonist,Not Determined,False,pKi,10.010000228881836|7.119999885559082,29963207|40044849
10178,P34972,1,Agonist,Agonist,Not Determined,False,pKi,9.890000343322754,29963207
10179,Q9Y5Y4,1,Antagonist,Antagonist,Not Determined,False,pEC50,7.590000152587891,
1018,P21462,1,Full agonist,Agonist,Not Determined,False,pKd,,6285921
10180,Q9Y5Y4,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.220000267028809,23721423
10181,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.28000020980835,30503936
10181,P08069,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.679999828338623,30503936
10181,P08581,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.820000171661377,30503936
10181,P10721,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.190000057220459,30503936
10181,P12931,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.619999885559082,30503936
10181,P30530,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.28000020980835,30503936
10181,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.070000171661377,30503936
10181,Q04912,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.539999961853027,30503936
10182,P10275,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.230000019073486,21936524
10183,Q13164,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.460000038146973,30563338
10184,O15527,1,Binding,Inhibitor,Not Determined,False,-,,30442810
10185,P35372,1,Antagonist,Antagonist,Not Determined,False,pKi,9.4399995803833,30608693
10185,P41143,1,Antagonist,Antagonist,Not Determined,False,pKi,6.800000190734863,30608693
10185,P41145,1,Antagonist,Antagonist,Not Determined,False,pKi,8.319999694824219,30608693
10186,P19793,2,Agonist,Agonist,Not Determined,False,pEC50|pKd,6.550000190734863|7.019999980926514,30783504
10186,P28702,1,Agonist,Agonist,Not Determined,False,pEC50,6.510000228881836,30783504
10186,P48443,1,Agonist,Agonist,Not Determined,False,pEC50,5.800000190734863,30783504
10187,Q96RI1,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.239999771118164,30996787
10188,O14520,1,,Inhibitor,Not Determined,False,-,,
10188,Q92482,1,,Inhibitor,Not Determined,False,pIC50,6.099999904632568,22624030
10189,Q92482,1,,Inhibitor,Not Determined,False,pIC50,4.769999980926514,22624030
10190,P29274,1,Antagonist,Antagonist,Not Determined,False,-,,30131376
10192,Q86WV6,1,Agonist,Agonist,Not Determined,False,-,,25959818
10193,P29274,2,Antagonist,Antagonist,Not Determined,False,pKi,7.599999904632568|7.920000076293945,28582704
10194,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.519999980926514,30633509
10195,P11309,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.300000190734863,30624936
10195,Q9P1W9,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.300000190734863,30624936
10196,Q14831,1,Negative,Allosteric modulator,Not Determined,False,pIC50,6.460000038146973,30608678
10197,O75084,1,Antagonist,Antibody,Not Determined,False,pIC50,9.0,22753465
10197,Q13467,1,Antagonist,Antibody,Not Determined,False,pIC50,8.960000038146973,22753465
10197,Q14332,1,Antagonist,Antibody,Not Determined,False,pIC50,8.960000038146973,22753465
10197,Q9H461,1,Antagonist,Antibody,Not Determined,False,pIC50,8.0,22753465
10197,Q9UP38,1,Antagonist,Antibody,Not Determined,False,pIC50,9.149999618530272,22753465
10198,Q8TDU6,1,Agonist,Agonist,Not Determined,False,pEC50,6.199999809265137,20631053
10198,Q96RI1,1,Agonist,Agonist,Not Determined,False,pEC50,7.519999980926514,20631053
10199,P13569,1,,Activator,Not Determined,False,pEC50,6.570000171661377,
102,P08908,1,Antagonist,Antagonist,,False,pKi,7.3,10611634
102,P08913,1,Antagonist,Antagonist,Non-selective,True,pKi,,7996470|1353247|7908642|35224877
102,P18089,1,Antagonist,Antagonist,Non-selective,True,pKi,,7996470|1353247|7908642|35224877
102,P18825,2,Antagonist,Antagonist,Non-selective|Not Determined,False|True,pIC50|pKi,,25080296|7996470|1353247|7908642|35224877
102,P28221,1,Antagonist,Antagonist,,False,pKi,,10611634|1565658|8967979|1652050
102,P28222,1,Antagonist,Antagonist,,False,pKi,,10611634|1565658
102,P28334,1,Antagonist,Antagonist,,False,pKi,8.3,1557407
102,P28566,1,Antagonist,Antagonist,,False,pKi,5.9,8380639
102,P30939,1,Antagonist,Antagonist,,False,pKi,7.0,8380639
102,P30940,1,Antagonist,Antagonist,,False,pIC50,6.2,8384716
102,P30966,1,Antagonist,Antagonist,,False,pKi,,8450829|8549774
102,P30994,1,Antagonist,Antagonist,,False,pKi,7.3,8450835
102,P34969,1,Antagonist,Antagonist,,False,pKi,5.6,8226867
102,P41595,1,Antagonist,Antagonist,,False,pKi,,8078486|9459568|10455251
102,P47898,1,Antagonist,Antagonist,,False,pKi,5.3,7988681
102,Q50KZ9,1,Agonist,Agonist,Not Determined,False,-,,28333344
10200,P10253,1,Binding,Inhibitor,Not Determined,False,pIC50,7.400000095367432,10866822
10201,O95497,1,Inhibition,Inhibitor,Not Determined,False,pIC50,10.0,
10202,P20272,1,Agonist,Agonist,Not Determined,False,pKi,6.440000057220459,18038967
10202,P47936,1,Agonist,Agonist,Not Determined,False,pKi,8.170000076293945,18038967
10203,P11511,2,Inhibition,Inhibitor,Not Determined,False,pIC50|pKi,5.21999979019165|5.400000095367432,21390495|21814747
10204,P03372,1,Antagonist,Antagonist,Not Determined,False,pEC50,7.769999980926514,23731360
10204,P11511,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.349999904632568,23731360
10204,Q92731,1,Agonist,Agonist,Not Determined,False,pEC50,7.559999942779541,23731360
10206,P46093,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.150000095367432,28445047
10206,Q4KLH9,1,Antagonist,Antagonist,Not Determined,False,pIC50,5.739999771118164,28445047
10207,P46093,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.170000076293945,27190599
10208,P01730,1,Binding,Antibody,Selective,True,-,,1380539
10209,P08684,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.800000190734863,26002732
1021,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,10.5,2825171
1021,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,9.5,23160941
10210,P25325,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.570000171661377,28079151
10211,P16066,1,Agonist,Agonist,Selective,False,-,,19729120|32022596
10213,P33402|Q02153,1,Activation,Activator,Selective,False,-,,29859918
10213,Q02108|Q02153,1,Activation,Activator,Selective,False,-,,29859918
10214,Q08462,1,Activation,Activator,Not Determined,False,-,,11602596
10215,O95622,1,Activation,Activator,Not Determined,False,-,,11602596
10216,Q96PN6,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,16054031
10217,Q9NRA0,1,Inhibition,Inhibitor,Selective,True,pKi,7.050000190734863,28406646
10217,Q9NYA1,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.050000190734863,28406646
10218,Q9NRA0,1,Inhibition,Inhibitor,Selective,True,pIC50,6.840000152587891,28231433
10218,Q9NYA1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.010000228881836,28231433
10219,Q9NRA0,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.159999847412109,25788259
10219,Q9NYA1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.570000171661377,25788259
1022,P21462,1,Full agonist,Agonist,Selective,False,pEC50,,1262785|7387981
1022,P25090,1,Full agonist,Agonist,Not Determined,False,pKd,6.37,8349692
1022,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,4.7,10477558|18606697
10220,P22455,2,Irreversible inhibition,Inhibitor,Not Determined|Selective,False|True,pIC50,8.0|8.0600004196167,35635004
10221,P32238,1,Agonist,Agonist,Not Determined,False,-,,
10222,Q969F8,1,Agonist,Agonist,Selective,False,pEC50,8.279999732971191,27589480
10223,Q969F8,1,Agonist,Agonist,Not Determined,False,-,,30044673
10224,Q16581,1,Agonist,Agonist,Not Determined,False,pIC50,4.400000095367432,9145417|26297549
10225,Q8I719,2,Inhibition,,Not Determined,False,pEC50|pIC50,8.680000305175781|9.800000190734863,28874661
10226,Q16581,1,Agonist,Agonist,Not Determined,False,-,,11814627|26297549
10227,Q16581,1,Agonist,Agonist,Not Determined,False,-,,7804141|11179594|26297549
10228,P21730,1,Agonist,Agonist,Not Determined,False,-,,26297549|31036565
1023,O88536,1,Full agonist,Agonist,Not Determined,False,pEC50,5.32,23160941
1023,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,8.0,16025565
1023,P25089,1,Full agonist,Agonist,Not Determined,False,pEC50,6.0,16025565
1023,P25090,1,Full agonist,Agonist,Not Determined,False,pEC50,7.82,16025565
1023,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,10.0,23160941
10230,Q9H1C0,1,Antagonist,Antagonist,Selective,False,pIC50,7.420000076293945,28859883
10231,Q06187,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.140000343322754,
10232,Q9Y5N1,1,Inverse agonist,Agonist,Not Determined,False,pKi,8.0600004196167,30629436
10233,O00329,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.699999809265137,30718815
10233,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.400000095367432,30718815
10233,P42338,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.5,30718815
10233,P48736,2,Inhibition,Inhibitor,Selective,True,pIC50|pKd,8.649999618530273|9.460000038146973,30718815
10234,P42336,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.880000114440918,24754609
10234,P48736,1,Inhibition,Inhibitor,Selective,True,pKi,8.699999809265137,24754609
10235,P30542,1,Agonist,Agonist,Selective,False,-,,30605331
10236,P05556|P08648,1,Binding,Antibody,Selective,True,pKd,9.489999771118164,17786386|18042290
10236,P08648,1,Binding,Antibody,Selective,True,pKd,9.489999771118164,17786386|18042290
10237,Q14832,1,Negative,Allosteric modulator,Not Determined,False,pIC50,6.400000095367432,26335039
10238,O00222,1,Positive,Allosteric modulator,Not Determined,False,pKB,5.0,25225882
10239,O00222,1,Positive,Allosteric modulator,Not Determined,False,pKB,6.699999809265137,25225882
1024,P21462,1,Antagonist,Antagonist,Not Determined,False,pEC50,,9310346
1024,P62937,2,Inhibition,Inhibitor,Not Determined,False|True,pIC50|pKi,7.760000228881836|8.300000190734863,1373887|31406003
1024,Q08752,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.0,30558250|31406003
1024,Q14973,2,Inhibition,Inhibitor,Non-selective,False,pIC50|pKi,5.119999885559082|6.0,10565843|23339484
1024,Q9NPD5,1,Inhibition,Inhibitor,Non-selective,False,pIC50,6.099999904632568,17496208|22541068
1024,Q9UNQ0,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.300000190734863,11437380
1024,Q9Y6L6,1,Inhibition,Inhibitor,Non-selective,False,pKi,7.289999961853027,14530907|22541068
10240,P23219,1,Inhibition,Inhibitor,Selective,True,pIC50,8.050000190734863,9789085
10240,P35354,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.199999809265137,9789085
10241,P23219,1,Inhibition,Inhibitor,Selective,True,pIC50,8.3100004196167,21745460
10241,P35354,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.489999771118164,21745460
10242,P23219,2,Inhibition,Inhibitor,Non-selective|Not Determined,False,pIC50,4.75,9135032
10242,P35354,1,Inhibition,Inhibitor,Selective,True,pIC50,,9135032|8663121
10243,Q8NCG7,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.100000381469727,26668358
10243,Q9Y4D2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.199999809265137,26668358
10244,Q8NCG7,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.600000381469727,26668358
10244,Q9Y4D2,2,Inhibition,Inhibitor,Not Determined,False,pIC50,8.199999809265137|8.899999618530273,26668358|27992221
10245,Q8NCG7,2,Inhibition,Inhibitor,Not Determined,False,pIC50,7.090000152587891|7.400000095367432,23103940
10245,Q9BV23,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.800000190734863,23103940
10245,Q9Y4D2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.639999866485596,23103940
10246,Q8NCG7,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.100000381469727,26083464
10246,Q9Y4D2,2,Inhibition,Inhibitor,Not Determined,False,pIC50,7.889999866485596|8.5,26083464
10247,Q8IDJ8,1,,,Not Determined,False,pIC50,7.340000152587891,22704625
10248,O00519,1,Inhibition,Inhibitor,Selective,False,pIC50,8.399999618530273,29017758
10248,Q6GMR7,1,Inhibition,Inhibitor,Selective,False,pIC50,7.239999771118164,29017758
10249,E2JF22,1,Activation,Activator,Selective,False,pEC50,3.799999952316284,29610524
1025,P21462,1,Antagonist,Antagonist,Selective,False,pKi,,17082621|8387097
10250,Q8N2K0,1,Inhibition,Inhibitor,Selective,False,pIC50,7.960000038146973,30720278
10251,P83858,1,Full agonist,Agonist,Not Determined,False,-,,14657341
10252,Q96P65,1,Agonist,Agonist,Not Determined,False,pEC50,7.179999828338623,30358997
10253,Q96P65,1,Agonist,Agonist,Not Determined,False,-,,17534937
10254,P46663,1,Full agonist,Agonist,Selective,False,pIC50,9.5,26565554
10255,P30411,1,Agonist,Agonist,Selective,False,pIC50,8.699999809265137,19111586
10256,Q695T7,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.400000095367432,30589598
10257,P04629,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.520000457763672,
10257,P07333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.699999809265137,
10257,Q16288,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.300000190734863,
10257,Q16620,1,Inhibition,Inhibitor,Not Determined,False,pIC50,10.0,
10258,Q7K6A1,1,,,Not Determined,False,pIC50,8.399999618530273,30245402
1026,P21462,1,Antagonist,Antagonist,Selective,False,pIC50,4.300000190734863,11714831|1373134
1026,P33766,1,Partial agonist,Agonist,Not Determined,False,pEC50,3.9,11714831
1026,P56373,1,Negative,Allosteric modulator,Not Determined,False,pIC50,11.0,
10260,P48549,2,Activation,Activator,Not Determined,False,pEC50,6.139999866485596|6.78000020980835,28697302
10261,P41222,1,Inhibition,Inhibitor,Selective,False,pKi,4.119999885559082,19131342
10262,P42330,1,Inhibition,Inhibitor,Selective,False,-,,29891491
10263,P16050,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.699999809265137,24672829
10264,O15296,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.599999904632568,25111178
10265,O75223,1,Inhibition,Inhibitor,Not Determined,False,pKi,3.7699999809265137,17260973
10267,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,1,Positive,Allosteric modulator,Not Determined,False,pEC50,6.630000114440918,18536733
10268,P55085,1,Antagonist,Antagonist,Selective,False,pIC50,7.099999904632568,29263243
10269,Q96RI0,1,Antagonist,Antagonist,Selective,False,pIC50,9.300000190734863,28053157|35729784
1027,P21462,1,Antagonist,Antagonist,,False,pKd,7.5,15494522
10270,Q96RI0,1,Antagonist,Antagonist,Selective,False,-,,12357249
10271,Q96RI0,1,Antagonist,Antagonist,Selective,False,-,,28126849
10272,P21554,1,Positive,Allosteric modulator,Not Determined,False,-,,28103441
10273,P34972,1,Positive,Allosteric modulator,Not Determined,False,-,,29990428
10274,O75762,1,Activation,Activator,Selective,False,pEC50,6.289999961853027,24291101
10274,Q6RI86,1,Activation,Activator,Selective,False,pEC50,6.269999980926514,24291101
10274,Q8BLA8,1,Activation,Activator,Selective,False,pEC50,6.300000190734863,24291101
10275,O75762,1,Activation,Activator,Selective,False,pEC50,9.1899995803833,26630251
10276,O75762,1,Antagonist,Channel blocker,Selective,False,pIC50,7.699999809265137,26942860
10276,Q6RI86,1,Antagonist,Inhibitor,Selective,False,pIC50,7.619999885559082,26942860
10277,O43613,1,Full agonist,Agonist,Not Determined,False,pEC50,5.559999942779541,26267383|28507129
10277,O43614,1,Full agonist,Agonist,Selective,True,pEC50,7.550000190734863,26267383|28507129
10278,Q13507,1,Agonist,Activator,Not Determined,False,pEC50,7.099999904632568,
10278,Q9Y210,1,Agonist,Activator,Not Determined,False,pIC50,6.360000133514404,
10279,Q13507,1,Antagonist,Channel blocker,Not Determined,False,pIC50,7.099999904632568,23886683
10279,Q9Y210,1,Antagonist,Channel blocker,Not Determined,False,pIC50,6.360000133514404,23886683
1028,P21462,1,Antagonist,Antagonist,,False,pIC50,6.6,8573582
10280,O43613,1,Antagonist,Antagonist,Not Determined,False,pKi,7.590000152587891,19542319
10280,O43614,1,Antagonist,Antagonist,Not Determined,False,pKi,9.149999618530272,19542319
