Type,gtp_family_id,gtp_family_name,gtp_target_id,gtp_target_name,hgnc_symbol,target_uniprot
transporter,193,SLC18 family of vesicular amine transporters,1013,Vesicular acetylcholine transporter,SLC18A3,Q16572
transporter,193,SLC18 family of vesicular amine transporters,2556,Vesicular polyamine transporter,SLC18B1,Q6NT16
transporter,194,SLC19 family of vitamin transporters,1014,Reduced folate transporter 1,SLC19A1,P41440
transporter,194,SLC19 family of vitamin transporters,1015,Thiamine transporter 1,SLC19A2,O60779
transporter,194,SLC19 family of vitamin transporters,1016,Thiamine transporter 2,SLC19A3,Q9BZV2
transporter,195,SLC20 family of sodium-dependent phosphate transporters,1017,Sodium-dependent phosphate transporter 1,SLC20A1,Q8WUM9
transporter,195,SLC20 family of sodium-dependent phosphate transporters,1018,Sodium-dependent phosphate transporter 2,SLC20A2,Q08357
transporter,201,SLC23 family of ascorbic acid transporters,1041,Sodium-dependent vitamin C transporter 1,SLC23A1,Q9UHI7
transporter,201,SLC23 family of ascorbic acid transporters,1042,Sodium-dependent vitamin C transporter 2,SLC23A2,Q9UGH3
transporter,201,SLC23 family of ascorbic acid transporters,1043,Sodium-dependent vitamin C transporter 3,SLC23A3,Q6PIS1
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1045,Sodium/potassium/calcium exchanger 1,SLC24A1,O60721
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1046,Sodium/potassium/calcium exchanger 2,SLC24A2,Q9UI40
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1047,Sodium/potassium/calcium exchanger 3,SLC24A3,Q9HC58
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1048,Sodium/potassium/calcium exchanger 4,SLC24A4,Q8NFF2
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1049,Sodium/potassium/calcium exchanger 5,SLC24A5,Q71RS6
transporter,202,SLC24 family of sodium/potassium/calcium exchangers,1050,Sodium/potassium/calcium exchanger 6,SLC8B1,Q6J4K2
transporter,1119,SLC25 mitochondrial iron transporters subfamily,1088,Mitochondrial iron transporter 1,SLC25A37,Q9NYZ2
transporter,1119,SLC25 mitochondrial iron transporters subfamily,1080,Mitochondrial iron transporter 2,SLC25A28,Q96A46
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1073,Thiamine pyrophosphate carrier,SLC25A19,Q9HC21
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1089,Pyridoxal 5′-phosphate carrier,SLC25A38,Q96DW6
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1074,S-Adenosylmethionine carrier,SLC25A26,Q70HW3
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1083,Folate carrier,SLC25A32,Q9H2D1
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,2560,Mitochondrial nicotinamide adenine dinucleotide transporter 1,SLC25A51,Q9H1U9
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,2561,Mitochondrial nicotinamide adenine dinucleotide transporter 2,SLC25A52,Q3SY17
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1090,Mitochondrial glutathione transporter 1,SLC25A39,Q9BZJ4
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1091,Mitochondrial glutathione transporter 2,SLC25A40,Q8TBP6
transporter,1118,SLC25 mitochondrial vitamin and co-factor carriers subfamily,1075,Mitochondrial Coenzyme A transporter,SLC25A42,Q86VD7
transporter,214,SLC27 family of fatty acid transporters,1108,Fatty acid transport protein 1,SLC27A1,Q6PCB7
transporter,214,SLC27 family of fatty acid transporters,1109,Fatty acid transport protein 2,SLC27A2,O14975
transporter,214,SLC27 family of fatty acid transporters,1110,Fatty acid transport protein 3,SLC27A3,Q5K4L6
transporter,214,SLC27 family of fatty acid transporters,1111,Fatty acid transport protein 4,SLC27A4,Q6P1M0
transporter,214,SLC27 family of fatty acid transporters,1112,Fatty acid transport protein 5,SLC27A5,Q9Y2P5
transporter,214,SLC27 family of fatty acid transporters,1113,Fatty acid transport protein 6,SLC27A6,Q9Y2P4
transporter,215,SLC28 family,1114,Sodium/nucleoside cotransporter 1,SLC28A1,O00337
transporter,215,SLC28 family,1115,Sodium/nucleoside cotransporter 2,SLC28A2,O43868
transporter,215,SLC28 family,1116,Solute carrier family 28 member 3,SLC28A3,Q9HAS3
transporter,216,SLC29 family,1117,Equilibrative nucleoside transporter 1,SLC29A1,Q99808
transporter,216,SLC29 family,1118,Equilibrative nucleoside transporter 2,SLC29A2,Q14542
transporter,216,SLC29 family,1119,Equilibrative nucleoside transporter 3,SLC29A3,Q9BZD2
transporter,216,SLC29 family,1120,Plasma membrane monoamine transporter,SLC29A4,Q7RTT9
transporter,217,SLC30 zinc transporter family,1121,Zinc transporter 1,SLC30A1,Q9Y6M5
transporter,217,SLC30 zinc transporter family,1122,Zinc transporter 2,SLC30A2,Q9BRI3
transporter,217,SLC30 zinc transporter family,1123,Zinc transporter 3,SLC30A3,Q99726
transporter,217,SLC30 zinc transporter family,1124,Zinc transporter 4,SLC30A4,O14863
transporter,217,SLC30 zinc transporter family,1125,Zinc transporter 5,SLC30A5,Q8TAD4
transporter,217,SLC30 zinc transporter family,1126,Zinc transporter 6,SLC30A6,Q6NXT4
transporter,217,SLC30 zinc transporter family,1127,Zinc transporter 7,SLC30A7,Q8NEW0
transporter,217,SLC30 zinc transporter family,1128,Zinc transporter 8,SLC30A8,Q8IWU4
transporter,217,SLC30 zinc transporter family,1129,Zinc transporter 9,SLC30A9,Q6PML9
transporter,217,SLC30 zinc transporter family,1130,Zinc transporter 10,SLC30A10,Q6XR72
transporter,218,SLC31 family of copper transporters,1131,Copper transporter 1,SLC31A1,O15431
transporter,218,SLC31 family of copper transporters,1132,Copper transporter 2,SLC31A2,O15432
transporter,219,SLC32 vesicular inhibitory amino acid transporter,1133,Vesicular inhibitory amino acid transporter,SLC32A1,Q9H598
transporter,220,SLC33 acetylCoA transporter,1134,AcetylCoA transporter,SLC33A1,O00400
transporter,221,SLC34 family of sodium phosphate co-transporters,1135,Sodium phosphate 1,SLC34A1,Q06495
transporter,221,SLC34 family of sodium phosphate co-transporters,1136,Sodium phosphate 2,SLC34A2,O95436
transporter,221,SLC34 family of sodium phosphate co-transporters,1137,Sodium phosphate 3,SLC34A3,Q8N130
transporter,222,SLC35 family of nucleotide sugar transporters,1138,CMP-sialic acid transporter,SLC35A1,P78382
transporter,222,SLC35 family of nucleotide sugar transporters,1139,UDP-galactose transporter,SLC35A2,P78381
transporter,222,SLC35 family of nucleotide sugar transporters,1140,UDP-N-acetylglucosamine transporter,SLC35A3,Q9Y2D2
transporter,222,SLC35 family of nucleotide sugar transporters,1141,MGC2541,SLC35A4,Q96G79
transporter,222,SLC35 family of nucleotide sugar transporters,1142,FLJ11130,SLC35A5,Q9BS91
transporter,222,SLC35 family of nucleotide sugar transporters,1143,UGTREL1,SLC35B1,P78383
transporter,222,SLC35 family of nucleotide sugar transporters,1144,PAPS transporter 1,SLC35B2,Q8TB61
transporter,222,SLC35 family of nucleotide sugar transporters,1145,PAPS transporter 2,SLC35B3,Q9H1N7
transporter,222,SLC35 family of nucleotide sugar transporters,1146,YEA,SLC35B4,Q969S0
transporter,222,SLC35 family of nucleotide sugar transporters,1147,GDP-Fucose transporter,SLC35C1,Q96A29
transporter,222,SLC35 family of nucleotide sugar transporters,1148,OVCOV1,SLC35H1,Q9NQQ7
transporter,222,SLC35 family of nucleotide sugar transporters,1149,UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter,SLC35D1,Q9NTN3
transporter,222,SLC35 family of nucleotide sugar transporters,1150,HFRC1,SLC35D2,Q76EJ3
transporter,222,SLC35 family of nucleotide sugar transporters,1151,Fringe connection-like protein 1,SLC35D3,Q5M8T2
transporter,222,SLC35 family of nucleotide sugar transporters,1152,solute carrier family 35 member E1,SLC35E1,Q96K37
transporter,222,SLC35 family of nucleotide sugar transporters,1153,solute carrier family 35 member E2A,SLC35E2A,P0CK97
transporter,222,SLC35 family of nucleotide sugar transporters,2563,solute carrier family 35 member E2B,SLC35E2B,P0CK96
transporter,222,SLC35 family of nucleotide sugar transporters,1154,solute carrier family 35 member E3,SLC35E3,Q7Z769
transporter,222,SLC35 family of nucleotide sugar transporters,1155,solute carrier family 35 member E4,SLC35E4,Q6ICL7
transporter,222,SLC35 family of nucleotide sugar transporters,1156,solute carrier family 35 member F1,SLC35F1,Q5T1Q4
transporter,222,SLC35 family of nucleotide sugar transporters,1157,solute carrier family 35 member F2,SLC35F2,Q8IXU6
transporter,222,SLC35 family of nucleotide sugar transporters,1158,solute carrier family 35 member F3,SLC35F3,Q8IY50
transporter,222,SLC35 family of nucleotide sugar transporters,1159,solute carrier family 35 member F4,SLC35F4,A4IF30
transporter,222,SLC35 family of nucleotide sugar transporters,1160,solute carrier family 35 member F5,SLC35F5,Q8WV83
transporter,222,SLC35 family of nucleotide sugar transporters,2564,solute carrier family 35 member F6,SLC35F6,Q8N357
transporter,222,SLC35 family of nucleotide sugar transporters,2565,solute carrier family 35 member G1,SLC35G1,Q2M3R5
transporter,222,SLC35 family of nucleotide sugar transporters,2566,solute carrier family 35 member G2,SLC35G2,Q8TBE7
transporter,222,SLC35 family of nucleotide sugar transporters,2567,solute carrier family 35 member G3,SLC35G3,Q8N808
transporter,222,SLC35 family of nucleotide sugar transporters,2568,solute carrier family 35 member G4,SLC35G4,P0C7Q5
transporter,222,SLC35 family of nucleotide sugar transporters,2569,solute carrier family 35 member G5,SLC35G5,Q96KT7
transporter,222,SLC35 family of nucleotide sugar transporters,2570,solute carrier family 35 member G6,SLC35G6,P0C7Q6
transporter,223,SLC36 family of proton-coupled amino acid transporters,1161,Proton-coupled Amino acid Transporter 1,SLC36A1,Q7Z2H8
transporter,223,SLC36 family of proton-coupled amino acid transporters,1162,Proton-coupled Amino acid Transporter 2,SLC36A2,Q495M3
transporter,223,SLC36 family of proton-coupled amino acid transporters,1163,Proton-coupled Amino acid Transporter 3,SLC36A3,Q495N2
transporter,223,SLC36 family of proton-coupled amino acid transporters,1164,Proton-coupled Amino acid Transporter 4,SLC36A4,Q6YBV0
transporter,224,SLC37 family of phosphosugar/phosphate exchangers,1165,Glycerol-3-phosphate transporter,SLC37A1,P57057
transporter,224,SLC37 family of phosphosugar/phosphate exchangers,1166,Sugar phosphate exchanger 2,SLC37A2,Q8TED4
transporter,224,SLC37 family of phosphosugar/phosphate exchangers,1167,Sugar phosphate exchanger 3,SLC37A3,Q8NCC5
transporter,224,SLC37 family of phosphosugar/phosphate exchangers,1168,Glucose-6-phosphate transporter,SLC37A4,O43826
transporter,228,SLC39 family of metal ion transporters,1180,Zinc transporter 1,SLC39A1,Q9NY26
transporter,228,SLC39 family of metal ion transporters,1181,Zinc transporter 2,SLC39A2,Q9NP94
transporter,228,SLC39 family of metal ion transporters,1182,Zinc transporter 3,SLC39A3,Q9BRY0
transporter,228,SLC39 family of metal ion transporters,1183,Zinc transporter 4,SLC39A4,Q6P5W5
transporter,228,SLC39 family of metal ion transporters,1184,Zinc transporter 5,SLC39A5,Q6ZMH5
transporter,228,SLC39 family of metal ion transporters,1185,Zinc transporter 6,SLC39A6,Q13433
transporter,228,SLC39 family of metal ion transporters,1186,Zinc transporter 7,SLC39A7,Q92504
transporter,228,SLC39 family of metal ion transporters,1187,Zinc transporter 8,SLC39A8,Q9C0K1
transporter,228,SLC39 family of metal ion transporters,1188,Zinc transporter 9,SLC39A9,Q9NUM3
transporter,228,SLC39 family of metal ion transporters,1189,Zinc transporter 10,SLC39A10,Q9ULF5
transporter,228,SLC39 family of metal ion transporters,1190,Zinc transporter 11,SLC39A11,Q8N1S5
transporter,228,SLC39 family of metal ion transporters,1191,Zinc transporter 12,SLC39A12,Q504Y0
transporter,228,SLC39 family of metal ion transporters,1192,Zinc transporter 13,SLC39A13,Q96H72
transporter,228,SLC39 family of metal ion transporters,1193,Zinc transporter 14,SLC39A14,Q15043
transporter,168,SLC3 family,889,rBAT,SLC3A1,Q07837
transporter,168,SLC3 family,890,4F2hc,SLC3A2,P08195
transporter,229,SLC40 iron transporter,1194,Ferroportin,SLC40A1,Q9NP59
transporter,230,SLC41 family of divalent cation transporters,1195,Solute carrier family 41 member 1,SLC41A1,Q8IVJ1
transporter,230,SLC41 family of divalent cation transporters,1196,Solute carrier family 41 member 2,SLC41A2,Q96JW4
transporter,230,SLC41 family of divalent cation transporters,1197,Solute carrier family 41 member 3,SLC41A3,Q96GZ6
transporter,231,SLC42 family of Rhesus glycoprotein ammonium transporters,1198,Ammonium transporter Rh type A,RHAG,Q02094
transporter,231,SLC42 family of Rhesus glycoprotein ammonium transporters,1199,Ammonium transporter Rh type B,RHBG,Q9H310
transporter,231,SLC42 family of Rhesus glycoprotein ammonium transporters,1200,Ammonium transporter Rh type C,RHCG,Q9UBD6
transporter,232,SLC43 family of large neutral amino acid transporters,1201,L-type amino acid transporter 3,SLC43A1,O75387
transporter,232,SLC43 family of large neutral amino acid transporters,1202,L-type amino acid transporter 4,SLC43A2,Q8N370
transporter,232,SLC43 family of large neutral amino acid transporters,1203,Solute carrier family 43 member 3,SLC43A3,Q8NBI5
transporter,233,SLC44 choline transporter-like family,1204,Choline transporter-like 1,SLC44A1,Q8WWI5
transporter,233,SLC44 choline transporter-like family,1205,Choline transporter-like 2,SLC44A2,Q8IWA5
transporter,233,SLC44 choline transporter-like family,1206,Choline transporter-like 3,SLC44A3,Q8N4M1
transporter,233,SLC44 choline transporter-like family,1207,Choline transporter-like 4,SLC44A4,Q53GD3
transporter,233,SLC44 choline transporter-like family,1208,Choline transporter-like 5,SLC44A5,Q8NCS7
transporter,234,SLC45 family of putative sugar transporters,1209,Proton-associated sugar transporter A,SLC45A1,Q9Y2W3
transporter,234,SLC45 family of putative sugar transporters,1210,Membrane-associated transporter protein,SLC45A2,Q9UMX9
transporter,234,SLC45 family of putative sugar transporters,1211,Solute carrier family 45 member 3,SLC45A3,Q96JT2
transporter,234,SLC45 family of putative sugar transporters,1212,Solute carrier family 45 member 4,SLC45A4,Q5BKX6
transporter,235,SLC46 family of folate transporters,1213,Proton-coupled folate transporter,SLC46A1,Q96NT5
transporter,235,SLC46 family of folate transporters,1214,Thymic stromal co-transporter,SLC46A2,Q9BY10
transporter,235,SLC46 family of folate transporters,1215,SLC46A3,SLC46A3,Q7Z3Q1
transporter,236,SLC47 family of multidrug and toxin extrusion transporters,1216,Multidrug and toxin extrusion,SLC47A1,Q96FL8
transporter,236,SLC47 family of multidrug and toxin extrusion transporters,1217,MATE2,SLC47A2,Q86VL8
transporter,237,SLC48 heme transporter,1218,Heme transporter,SLC48A1,Q6P1K1
transporter,335,SLC49 family of FLVCR-related heme transporters,1910,"Feline leukemia virus subgroup C cellular receptor family, member 1",FLVCR1,Q9Y5Y0
transporter,335,SLC49 family of FLVCR-related heme transporters,1911,"Feline leukemia virus subgroup C cellular receptor family, member 2",FLVCR2,Q9UPI3
transporter,335,SLC49 family of FLVCR-related heme transporters,1912,Major facilitator superfamily domain containing 7,SLC49A3,Q6UXD7
transporter,335,SLC49 family of FLVCR-related heme transporters,1913,Disrupted in renal carcinoma 2,SLC49A4,Q96SL1
transporter,336,SLC50 sugar transporter,1914,SLC50 sugar exporter,SLC50A1,Q9BRV3
transporter,337,SLC51 family of steroid-derived molecule transporters,1915,Organic solute transporter subunit &alpha;,SLC51A,Q86UW1
transporter,337,SLC51 family of steroid-derived molecule transporters,1916,Organic solute transporter subunit &beta;,SLC51B,Q86UW2
transporter,786,SLC52 family of riboflavin transporters,2571,solute carrier family 52 member 1,SLC52A1,Q9NWF4
transporter,786,SLC52 family of riboflavin transporters,2572,solute carrier family 52 member 2,SLC52A2,Q9HAB3
transporter,786,SLC52 family of riboflavin transporters,2573,solute carrier family 52 member 3,SLC52A3,Q9NQ40
transporter,1005,SLC53 Phosphate carriers,3021,xenotropic and polytropic retrovirus receptor 1,XPR1,Q9UBH6
transporter,1006,SLC54 Mitochondrial pyruvate carriers,3022,mitochondrial pyruvate carrier 1,MPC1,Q9Y5U8
transporter,1006,SLC54 Mitochondrial pyruvate carriers,3023,mitochondrial pyruvate carrier 2,MPC2,O95563
transporter,1006,SLC54 Mitochondrial pyruvate carriers,3024,mitochondrial pyruvate carrier 1 like,MPC1L,P0DKB6
transporter,1007,SLC55 Mitochondrial cation/proton exchangers,3025,leucine zipper and EF-hand containing transmembrane protein 1,LETM1,O95202
transporter,1007,SLC55 Mitochondrial cation/proton exchangers,3026,leucine zipper and EF-hand containing transmembrane protein 2,LETM2,Q2VYF4
transporter,1007,SLC55 Mitochondrial cation/proton exchangers,3027,LETM1 domain containing 1,LETMD1,Q6P1Q0
transporter,1008,SLC56 Sideroflexins,3028,sideroflexin 1,SFXN1,Q9H9B4
transporter,1008,SLC56 Sideroflexins,3029,sideroflexin 2,SFXN2,Q96NB2
transporter,1008,SLC56 Sideroflexins,3030,sideroflexin 3,SFXN3,Q9BWM7
transporter,1008,SLC56 Sideroflexins,3032,sideroflexin 5,SFXN5,Q8TD22
transporter,1009,SLC57 NiPA-like magnesium transporter family,3033,NIPA magnesium transporter 1,NIPA1,Q7RTP0
transporter,1009,SLC57 NiPA-like magnesium transporter family,3034,NIPA magnesium transporter 2,NIPA2,Q8N8Q9
transporter,1009,SLC57 NiPA-like magnesium transporter family,3035,NIPA like domain containing 1,NIPAL1,Q6NVV3
transporter,1009,SLC57 NiPA-like magnesium transporter family,3036,NIPA like domain containing 2,NIPAL2,Q9H841
transporter,1009,SLC57 NiPA-like magnesium transporter family,3037,NIPA like domain containing 3,NIPAL3,Q6P499
transporter,1009,SLC57 NiPA-like magnesium transporter family,3038,NIPA like domain containing 4,NIPAL4,Q0D2K0
transporter,1010,SLC58 MagT-like magnesium transporter family,3039,magnesium transporter 1,MAGT1,Q9H0U3
transporter,1010,SLC58 MagT-like magnesium transporter family,3040,tumor suppressor candidate 3,TUSC3,Q13454
transporter,1011,SLC59 Sodium-dependent lysophosphatidylcholine symporter family,3041,"MFSD2 lysolipid transporter A, lysophospholipid",MFSD2A,Q8NA29
transporter,1011,SLC59 Sodium-dependent lysophosphatidylcholine symporter family,3042,"MFSD2 lysolipid transporter B, sphingolipid",MFSD2B,A6NFX1
transporter,1012,SLC60 Glucose transporters,3043,solute carrier family 60 member 1,SLC60A1,Q8N468
transporter,1012,SLC60 Glucose transporters,3044,solute carrier family 60 member 2,SLC60A2,Q5TF39
transporter,1013,SLC61 Molybdate transporter family,3045,solute carrier family 61 member 1,SLC61A1,Q6N075
transporter,1014,SLC62 Pyrophosphate transporters,3046,ANKH inorganic pyrophosphate transport regulator,ANKH,Q9HCJ1
transporter,1015,SLC63 Sphingosine phosphate transporters,3047,"SPNS lysolipid transporter 1, lysophospholipid",SPNS1,Q9H2V7
transporter,1015,SLC63 Sphingosine phosphate transporters,3048,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",SPNS2,Q8IVW8
transporter,1015,SLC63 Sphingosine phosphate transporters,3049,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)",SPNS3,Q6ZMD2
transporter,1016,SLC64 Golgi Ca<sup>2+</sup>/H<sup>+</sup> exchangers,3050,transmembrane protein 165,TMEM165,Q9HC07
transporter,1017,SLC65 NPC-type cholesterol transporters,3051,NPC intracellular cholesterol transporter 1,NPC1,O15118
transporter,1017,SLC65 NPC-type cholesterol transporters,2629,NPC1 like intracellular cholesterol transporter 1,NPC1L1,Q9UHC9
transporter,1048,SLC66 Lysosomal amino acid transporters,3160,solute carrier family 66 member 1,SLC66A1,Q6ZP29
transporter,1048,SLC66 Lysosomal amino acid transporters,3161,solute carrier family 66 member 2,SLC66A2,Q8N2U9
transporter,1048,SLC66 Lysosomal amino acid transporters,3162,solute carrier family 66 member 3,SLC66A3,Q8N755
transporter,1048,SLC66 Lysosomal amino acid transporters,3163,"cystinosin, lysosomal cystine transporter",CTNS,O60931
transporter,1048,SLC66 Lysosomal amino acid transporters,3164,mannose-P-dolichol utilization defect 1,MPDU1,O75352
transporter,169,SLC7 family,891,High affinity cationic amino acid transporter 1,SLC7A1,P30825
transporter,169,SLC7 family,892,Low affinity cationic amino acid transporter 2,SLC7A2,P52569
transporter,169,SLC7 family,893,Cationic amino acid transporter 3,SLC7A3,Q8WY07
transporter,169,SLC7 family,894,Cationic amino acid transporter 4,SLC7A4,O43246
transporter,169,SLC7 family,895,Probable cationic amino acid transporter,SLC7A14,Q8TBB6
transporter,169,SLC7 family,896,L-type amino acid transporter 1,SLC7A5,Q01650
transporter,169,SLC7 family,897,L-type amino acid transporter 2,SLC7A8,Q9UHI5
transporter,169,SLC7 family,898,y+L amino acid transporter 1,SLC7A7,Q9UM01
transporter,169,SLC7 family,899,y+L amino acid transporter 2,SLC7A6,Q92536
transporter,169,SLC7 family,900,"b<sup>0,+</sup>-type amino acid transporter 1",SLC7A9,P82251
transporter,169,SLC7 family,901,Asc-type amino acid transporter 1,SLC7A10,Q9NS82
transporter,169,SLC7 family,902,Cystine/glutamate transporter,SLC7A11,Q9UPY5
transporter,169,SLC7 family,903,AGT1,SLC7A13,Q8TCU3
transporter,180,SLC8 family of sodium/calcium exchangers,945,Sodium/calcium exchanger 1,SLC8A1,P32418
transporter,180,SLC8 family of sodium/calcium exchangers,946,Sodium/calcium exchanger 2,SLC8A2,Q9UPR5
transporter,180,SLC8 family of sodium/calcium exchangers,947,Sodium/calcium exchanger 3,SLC8A3,P57103
transporter,181,SLC9 family of sodium/hydrogen exchangers,948,Sodium/hydrogen exchanger 1,SLC9A1,P19634
transporter,181,SLC9 family of sodium/hydrogen exchangers,949,Sodium/hydrogen exchanger 2,SLC9A2,Q9UBY0
transporter,181,SLC9 family of sodium/hydrogen exchangers,950,Sodium/hydrogen exchanger 3,SLC9A3,P48764
transporter,181,SLC9 family of sodium/hydrogen exchangers,951,Sodium/hydrogen exchanger 4,SLC9A4,Q6AI14
transporter,181,SLC9 family of sodium/hydrogen exchangers,952,Sodium/hydrogen exchanger 5,SLC9A5,Q14940
transporter,181,SLC9 family of sodium/hydrogen exchangers,953,Sodium/hydrogen exchanger 6,SLC9A6,Q92581
transporter,181,SLC9 family of sodium/hydrogen exchangers,954,Sodium/hydrogen exchanger 7,SLC9A7,Q96T83
transporter,181,SLC9 family of sodium/hydrogen exchangers,955,Sodium/hydrogen exchanger 8,SLC9A8,Q9Y2E8
transporter,181,SLC9 family of sodium/hydrogen exchangers,956,Sodium/hydrogen exchanger 9,SLC9A9,Q8IVB4
transporter,181,SLC9 family of sodium/hydrogen exchangers,2574,solute carrier family 9 member B1,SLC9B1,Q4ZJI4
transporter,181,SLC9 family of sodium/hydrogen exchangers,2575,solute carrier family 9 member B2,SLC9B2,Q86UD5
transporter,181,SLC9 family of sodium/hydrogen exchangers,957,Sodium/hydrogen exchanger 10,SLC9C1,Q4G0N8
transporter,181,SLC9 family of sodium/hydrogen exchangers,958,Sodium/hydrogen exchanger 11,SLC9C2,Q5TAH2
transporter,238,SLCO family of organic anion transporting polypeptides,1219,OATP1A2,SLCO1A2,P46721
transporter,238,SLCO family of organic anion transporting polypeptides,1220,OATP1B1,SLCO1B1,Q9Y6L6
transporter,238,SLCO family of organic anion transporting polypeptides,1221,OATP1B3,SLCO1B3,Q9NPD5
transporter,238,SLCO family of organic anion transporting polypeptides,1222,OATP1C1,SLCO1C1,Q9NYB5
transporter,238,SLCO family of organic anion transporting polypeptides,1223,OATP2A1,SLCO2A1,Q92959
transporter,238,SLCO family of organic anion transporting polypeptides,1224,OATP2B1,SLCO2B1,O94956
transporter,238,SLCO family of organic anion transporting polypeptides,1225,OATP3A1,SLCO3A1,Q9UIG8
transporter,238,SLCO family of organic anion transporting polypeptides,1226,OATP4A1,SLCO4A1,Q96BD0
transporter,238,SLCO family of organic anion transporting polypeptides,1227,OATP4C1,SLCO4C1,Q6ZQN7
transporter,238,SLCO family of organic anion transporting polypeptides,1228,OATP5A1,SLCO5A1,Q9H2Y9
transporter,238,SLCO family of organic anion transporting polypeptides,1229,OATP6A1,SLCO6A1,Q86UG4
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,908,Electrogenic sodium bicarbonate cotransporter 1,SLC4A4,Q9Y6R1
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,909,Electrogenic sodium bicarbonate cotransporter 4,SLC4A5,Q9BY07
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,910,Electroneutral sodium bicarbonate cotransporter 1,SLC4A7,Q9Y6M7
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,911,Electroneutral sodium bicarbonate cotransporter 2,SLC4A10,Q6U841
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,912,NBCBE,SLC4A8,Q2Y0W8
transporter,171,Sodium-dependent HCO<sub>3</sub><sup>-</sup> transporters,913,NaBC1,SLC4A11,Q8NBS3
transporter,175,Sodium <i>myo</i>-inositol cotransporter transporters,924,SMIT,SLC5A3,P53794
transporter,175,Sodium <i>myo</i>-inositol cotransporter transporters,925,SGLT6,SLC5A11,Q8WWX8
transporter,174,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters",920,NIS,SLC5A5,Q92911
transporter,174,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters",921,SMVT,SLC5A6,Q9Y289
transporter,174,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters",922,SMCT1,SLC5A8,Q8N695
transporter,174,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters",923,SMCT2,SLC5A12,Q1EHB4
transporter,225,System A-like transporters,1169,sodium-coupled neutral amino acid transporter 1,SLC38A1,Q9H2H9
transporter,225,System A-like transporters,1170,sodium-coupled neutral amino acid transporter 2,SLC38A2,Q96QD8
transporter,225,System A-like transporters,1171,sodium-coupled neutral amino acid transporter 4,SLC38A4,Q969I6
transporter,226,System N-like transporters,1172,Sodium-coupled neutral amino acid transporter 3,SLC38A3,Q99624
transporter,226,System N-like transporters,1173,Sodium-coupled neutral amino acid transporter 5,SLC38A5,Q8WUX1
transporter,189,Type I sodium-phosphate co-transporters,1002,Sodium/phosphate cotransporter 1,SLC17A1,Q14916
transporter,189,Type I sodium-phosphate co-transporters,1003,Sodium/phosphate cotransporter 3,SLC17A2,O00624
transporter,189,Type I sodium-phosphate co-transporters,1004,Sodium/phosphate cotransporter 4,SLC17A3,O00476
transporter,189,Type I sodium-phosphate co-transporters,1005,Sodium/phosphate cotransporter homolog,SLC17A4,Q9Y2C5
transporter,199,Urate transporter,1031,Urate anion exchanger 1,SLC22A12,Q96S37
transporter,191,Vesicular glutamate transporters (VGLUTs),1007,Vesicular glutamate transporter 1,SLC17A7,Q9P2U7
transporter,191,Vesicular glutamate transporters (VGLUTs),1008,Vesicular glutamate transporter 2,SLC17A6,Q9P2U8
transporter,191,Vesicular glutamate transporters (VGLUTs),1009,Vesicular glutamate transporter 3,SLC17A8,Q8NDX2
transporter,192,Vesicular nucleotide transporter,1010,Vesicular nucleotide transporter,SLC17A9,Q9BYT1
transporter,157,V-type ATPase,810,V-type ATPase V<sub>1</sub> motor A subunit,ATP6V1A,P38606
transporter,157,V-type ATPase,811,V-type ATPase V<sub>1</sub> motor B1 subunit,ATP6V1B1,P15313
transporter,157,V-type ATPase,812,V-type ATPase V<sub>1</sub> motor B2 subunit,ATP6V1B2,P21281
transporter,157,V-type ATPase,813,V-type ATPase V<sub>1</sub> motor C1 subunit,ATP6V1C1,P21283
